adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,2000000,"[{'id': 99, 'name': 'Documentary'}]",,14284,tt0925248,en,In the Shadow of the Moon,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.",2.367893,/cTvCCQXQGGUt7cjQjYStWZSPNNs.jpg,"[{'name': 'Film4', 'id': 9349}, {'name': 'Passion Pictures', 'id': 11594}, {'name': 'Discovery Films', 'id': 21673}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/19/2007,0,109,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,In the Shadow of the Moon,FALSE,7.6,31
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,15071,tt0770806,en,The Contractor,"Former CIA Operative, James Dial is coaxed back into action to kill a terrorist in London, but it all goes wrong and he is forced into hiding, where he meets and befriends a 12 year old girl.",3.013828,/9xofA45YxJgJwoI4uWR0yWMGpyI.jpg,"[{'name': 'April Productions', 'id': 3026}, {'name': 'Chaintron', 'id': 3027}, {'name': 'RMA Productions', 'id': 3028}]","[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7/10/2007,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Contractor,FALSE,5.4,33
FALSE,"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}",45000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.sonypictures.com/movies/residentevilextinction/index.html,7737,tt0432021,en,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",3.009134,/3sAiP55j0souKMCYlo5wmwWAgaG.jpg,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Resident Evil Productions', 'id': 58249}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/20/2007,148412065,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Extinction Is Coming...,Resident Evil: Extinction,FALSE,6.1,1308
FALSE,,22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/the-game-plan,13680,tt0492956,en,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",9.627676,/v16hfzkZJj1Cs3kgNr9OLKWOlMT.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mayhem Pictures', 'id': 22881}, {'name': 'Monkey Dance Productions', 'id': 80510}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/28/2007,147880543,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Half his size, twice the trouble ... and she's moving in.",The Game Plan,FALSE,6,434
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.feastoflovefilm.com/,14313,tt0800027,en,Feast of Love,"A meditation on love and its various incarnations, set within a community of friends in Oregon. It is described as an exploration of the magical, mysterious and sometimes painful incarnations of love.",5.993691,/5mKRVEghvoFpFRYZ0GT0uTovXZo.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Greenestreet Films', 'id': 2150}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/28/2007,5741608,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A story for anyone with an appetite for love.,Feast of Love,FALSE,5.9,53
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.postal-the-movie.com/,2728,tt0486640,en,Postal,"The story begins with a regular Joe who tries desperately to seek employment, but embarks on a violent rampage when he teams up with cult leader Uncle Dave. Their first act is to heist an amusement park, only to learn that the Taliban are planning the same heist as well. Chaos ensues, and now the Postal Dude must not only take on terrorists but also political figures.",13.441185,/pBTuPIcMxAWuh6ZEIFU8vBFXZp.jpg,"[{'name': 'Running With Scissors', 'id': 1199}, {'name': 'Vivendi Entertainment', 'id': 4575}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",8/11/2007,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some comedies go too far... others start there.,Postal,FALSE,4.6,94
FALSE,,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",http://www.foxsearchlight.com/thedarjeelinglimited/,4538,tt0838221,en,The Darjeeling Limited,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",6.493474,/47AGp0EKNMjqBBPaxRYDW0Sc5If.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/29/2007,24377151,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'bo', 'name': ''}]",Released,,The Darjeeling Limited,FALSE,7.1,876
FALSE,"{'id': 100286, 'name': 'Elizabeth Collection', 'poster_path': '/2XxIeKB6g21GvPmixWyyc9ZlLnR.jpg', 'backdrop_path': '/3YiTOxGX5KZO6P3eg41P50QrRhQ.jpg'}",55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,4517,tt0414055,en,Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.",7.608243,/kER0eNIgnZ9rlvrk5f2syGWaknK.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/9/2007,74237563,114,"[{'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Woman. Warrior. Queen.,Elizabeth: The Golden Age,FALSE,6.6,310
FALSE,,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",http://jessejamesmovie.warnerbros.com/,4512,tt0443680,en,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",10.111313,/lSFYLoaL4eW7Q5VQ7SZQP4EHRCt.jpg,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jesse Films Inc.', 'id': 11252}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/2/2007,14711793,160,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,FALSE,7,792
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,37954,tt0042281,en,The Breaking Point,Based on the Hemingway novel To Have and Have Not. A fisherman with money problems hires out his boat to transport criminals.,1.826074,/gmScaZfpgF9KkZ7TKFo0Fn4d7Yy.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/6/1950,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A guy who had nothing to sell but guts!,The Breaking Point,FALSE,7,11
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,14041,tt0446298,en,Civic Duty,"An American accountant bombarded with cable news and the media's obsession with terrorist plots in the post 9-11 world, receives a jolt when an unattached Islamic graduate student moves in next door.",1.321251,/m6sEa3dpgeCVEnxtjNeJz7CpcsW.jpg,"[{'name': 'Splendid Film', 'id': 8146}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4/26/2006,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Civic Duty,FALSE,6.2,13
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,15669,tt0449018,en,The Final Season,"True story of Kent Stock, who in the early 90's, gives up a job and ditches his wedding plans to take over as head coach as the Norway High School baseball team. Kent must win over his players and convince them and himself that he can fill their former coach's shoes and that they can go out winners. In the summer of 1991 Norway High's baseball tradition ended on a triumphant but sombre note.",1.053739,/lvVQlc0cuN4XPVsK3MplO4FOLKp.jpg,[],[],10/12/2007,0,119,[],Released,How Do You Want To Be Remembered?,The Final Season,FALSE,5.2,14
FALSE,,7300000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",http://www.sonypictures.com/classics/persepolis/,2011,tt0808417,fr,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",9.537501,/dYvyF1RlNokAd1N7Nek0vDpYsV6.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Procirep', 'id': 311}, {'name': 'Soficinéma', 'id': 312}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Diaphana Films', 'id': 744}, {'name': 'Sofica Europacorp', 'id': 854}, {'name': 'Celluloid Dreams', 'id': 860}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Fondation GAN pour le Cinéma', 'id': 23677}, {'name': '2.4.7. Films', 'id': 62546}, {'name': 'French Connection Animations', 'id': 84592}, {'name': ""Société des Producteurs de L'Angoa"", 'id': 84593}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/23/2007,0,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,Persepolis,FALSE,7.7,461
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,9911,tt0758771,en,Outlaw,A group of people who feel betrayed by their government and let down by their police force form a modern-day outlaw posse in order to right what they see as the wrongs of society.,2.719018,/ms7njFV3gk0cLyP5KpTUp8AkWq4.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Vertigo Films', 'id': 10393}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/9/2007,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There will be no excuses. The guilty will be punished. No one is above OUTLAW.,Outlaw,FALSE,5.2,47
FALSE,,420000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,25476,tt0079871,en,Scum,This is the hard and shocking story of life in a British Borstal for young offenders. The brutal regime made no attempt to reform or improve the inmates and actively encouraged a power struggle between the 'tough' new inmate and the 'old hands'. The film was originally made as a BBC play but it was banned before ever being shown.,3.413463,/8w0S1YLSWtNGtq6ILOHCXJf801B.jpg,"[{'name': 'Berwick Street Productions', 'id': 2392}, {'name': ""Boyd's Company"", 'id': 3147}, {'name': 'Kendon Films Ltd.', 'id': 3148}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/12/1979,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The film they tried to ban! A brutal story of today.,Scum,FALSE,7.3,52
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,20607,tt0094641,es,"Amanece, que no es poco","Theodore, a young Spanish engineer who works as a professor at the University of Oklahoma, returned to Spain to enjoy a sabbatical year. Upon arrival, he discovers that his father killed his mother and, to compensate for the loss, he bought a motorcycle with sidecar to travel together. Father and son arrive in a remote mountain village seems empty, what happens is that all residents are in church every day, because the Mass is a true spectacle. Jimmy and Theodore are discovering the peculiarities of the people, attend the elections held each year to appoint mayor, priest, teacher, bitch ... In addition, the town has come a group of students at the American University of Eaton, a Belgian meteorologists, a dissident group of the Russian Army Choir, invading people's hidden above ...",1.197692,/6WNOzmDRUgTFGPyxdC3t14gqrNM.jpg,"[{'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Paraíso', 'id': 38518}, {'name': 'Compañía de Aventuras Comerciales', 'id': 38519}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1/17/1989,0,110,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,"Dawn Breaks, Which Is No Small Thing",FALSE,6.8,15
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,14421,tt0857355,pt,O Ano em Que Meus Pais Saíram de Férias,"A boy is left alone in a Jewish neighborhood in the year of 1970, where both world cup and dictatorship happen in Brazil.",1.120365,/1X2Cw562Pc5yrt5JPHQSsq0D6SD.jpg,"[{'name': 'Gullane Filmes', 'id': 4243}, {'name': 'Globo Filmes', 'id': 13969}, {'name': 'Miravista Films', 'id': 29891}, {'name': 'Caos Produções Cinematográficas', 'id': 93178}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",9/26/2006,0,104,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,The Year My Parents Went On Vacation,FALSE,7.7,15
FALSE,"{'id': 140758, 'name': 'Decoys Collection', 'poster_path': None, 'backdrop_path': None}",5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,18442,tt0357585,en,Decoys,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",2.855757,/xRVvjgbFhxCxYDuxS683akacso1.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2/27/2004,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They can seduce anyone... Prey it isn't you!,Decoys,FALSE,4.7,34
FALSE,,100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://www.americangangster.net/,4982,tt0765429,en,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",9.644542,/uDSP5H5akJ85xMGSHRtaqHGBRLD.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Film Rites', 'id': 8083}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/2/2007,266465037,157,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There are two sides to the American dream,American Gangster,FALSE,7.4,1527
FALSE,,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,6977,tt0477348,en,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",15.565484,/6o0UWX2naW7HK45PDNYmoMIk5qs.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Paramount Vantage', 'id': 838}, {'name': 'Mike Zoss Productions', 'id': 2092}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/8/2007,171600000,122,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,There are no clean getaways.,No Country for Old Men,FALSE,7.7,3083
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}]",,26336,tt0790706,en,Crazy Love,The bizarre true story of Linda Riss and Burt Pugach.,0.614455,/ipQ8SZe6aIFnTI8uoWRXfQH4eYT.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/22/2007,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Crazy Love,FALSE,6.6,9
FALSE,,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,4515,tt0891527,en,Lions for Lambs,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",5.80986,/iLuo4swOCHF2a8BlaxXZGdqETUs.jpg,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'United Artists', 'id': 60}, {'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Brat Na Pont Productions', 'id': 21911}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/22/2007,63215872,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you don't STAND for something, you might FALL for anything.",Lions for Lambs,FALSE,6,223
FALSE,,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",http://www.beowulfmovie.com/,2310,tt0442933,en,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",9.951195,/j90lLkvlcPNL6VVoLGQ0yzPUfJV.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Paramount Animation', 'id': 24955}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/5/2007,195735876,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil breeds pain.,Beowulf,FALSE,5.5,855
FALSE,,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://darko.com/film_southlandtales.html,4723,tt0405336,en,Southland Tales,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",6.242588,/oYcJjhtLWJbgdlQMZFrH3LFYyhH.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Destination Films', 'id': 769}, {'name': 'Persistent Entertainment', 'id': 810}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'MHF Zweite Academy Film', 'id': 8848}, {'name': 'Inferno Distribution', 'id': 11278}, {'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Eden Roc Productions', 'id': 87783}, {'name': 'Cherry Road Films', 'id': 95289}, {'name': 'Academy Film', 'id': 95290}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/15/2006,374743,144,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Have a nice apocalypse.,Southland Tales,FALSE,5.2,154
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,48267,tt0065391,de,Der amerikanische Soldat,Ricky returns to Munich from Vietnam and is promptly hired as a contract killer in Fassbinder’s subversive and experimental gangster movie.,0.923108,/4JrpgoPhBDFAaTUX9A7Yc7Oy6n2.jpg,"[{'name': 'Antiteater-X-Film', 'id': 2277}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",10/9/1970,0,80,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The American Soldier,FALSE,8,2
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,15006,tt0822849,en,Rails & Ties,A deadly collision between a train and car lead to an unlikely bond between the train engineer and a young boy who escapes the carnage.,7.625656,/gS1U4KZEVtDzz0Dv4ub4iutvkAF.jpg,[],[],9/1/2007,22136,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Rails & Ties,FALSE,5.5,14
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",,46872,tt0044072,en,The Steel Helmet,A ragtag group of American stragglers battles against superior Communist troops in an abandoned Buddhist temple during the Korean War.,5.112386,/89cJimXuHXGohouVAYLTQhvo92s.jpg,"[{'name': 'Deputy Corporation', 'id': 6152}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/2/1951,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's the REAL Korean Story!,The Steel Helmet,FALSE,7,26
FALSE,,18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.themist-movie.com/,5876,tt0884328,en,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",8.435642,/uYVheUBf8ITaocUP4Og9GXxOMIH.jpg,"[{'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/21/2007,57096190,126,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Belief divides them, mystery surrounds them, but fear changes everything.",The Mist,FALSE,6.7,1438
FALSE,"{'id': 390096, 'name': 'Hitman Collection', 'poster_path': '/3wYKmCgRmpHQsJAbfGM0axs3gos.jpg', 'backdrop_path': '/weBIyv0mOydPd0GYJl9iDR3RscM.jpg'}",24000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.hitmanmovie.com/,1620,tt0465494,en,Hitman,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",13.765241,/1U2FpMotSyaciATw5qfEsKdgpX4.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Anka Film', 'id': 867}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Daybreak Productions', 'id': 11746}, {'name': 'Prime Universe Productions', 'id': 11747}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/21/2007,99965753,89,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,Assassin 47,Hitman,FALSE,5.9,982
FALSE,,180000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",http://www.goldencompassmovie.com/index_german.html,2268,tt0385752,en,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",11.481379,/mOF2xK2xDgbpOCPgXreM4vfw9dC.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Scholastic Productions', 'id': 1938}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/4/2007,372234864,113,"[{'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,There are worlds beyond our own - the compass will show the way.,The Golden Compass,FALSE,5.8,1347
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,11476,tt0277327,de,So weit die Füße tragen,"The German soldier Clemens Forel - determined to be reunited with his beloved family - makes a dramatic escape through bitter cold winters, desolate landscapes, and life threatening ventures from a Siberian labor camp after World War II. 8000 miles and three endless years of uncertainty later, he is finally about to reach his destination...An edge of your seat drama that celebrates the power of the human spirit and the force of will, while inspired and impowered by love.",1.893561,/tBeWqNZmwKHMJtFk98u02nUzO6i.jpg,"[{'name': 'B & C Filmproduktion', 'id': 28447}, {'name': 'Cascadeur Filmproduktion GmbH', 'id': 28448}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",12/12/2001,0,158,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,As Far As My Feet Will Carry Me,FALSE,6.9,22
