,imdb_id,overview
6642195,tt1926313,"Pyaar Ka Punchnama Outspoken and overly critical Nishant Agarwal meets gorgeous new co-worker, Charu, offers his help, assists her financially, and they become close friends. His room-mates, Rajat and Vikrant, are pleased with this outcome as they already have girlfriends in Neha and Rhea respectively. But both the relationships are not as harmonious, as Rajat feels Neha is self-centered and demanding, while Rhea appears to be withdrawn and aloof. Missing their meetings and bar-hopping, the trio decide to take a time-out and be by themselves. All three women, however, find out and decide to accompany them to the beach where they eventually mingle. The trio do not know that soon misunderstandings will crop up - and it will take a lot of effort and understanding to resolve them."
6644164,tt1879032,Rapture-Palooza Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.
6645674,tt1516002,"A Beginner's Guide to Endings The film centers on three brothers who, upon learning they only have a few days left to live, set off to reverse a lifetime of mistakes. Hopper and Simmons are playing the brothers' father and uncle, respectively, while Caan is one of the brothers. Helfer is Caan's girlfriend, a woman with a dangerous past."
6647193,tt2103217,"Maniac As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface."
6647686,tt2104837,"A Common Man A terrorist plants several bombs throughout the city of Colombo, Sri Lanka and threatens to detonate them unless prisoners are released."
6648827,tt1663662,"Pacific Rim When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse."
6650312,tt1924396,"The Best Offer Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core."
6651892,tt2532528,"Dirty Wars Investigative journalist, Jeremy Scahill is pulled into an unexpected journey as he chases down the hidden truth behind America's expanding covert wars, and examines how the US government has responded to international terrorist threats in ways that seem to go against the established laws of the land."
6652610,tt1932767,"What Maisie Knew Based on the Henry James novella, the story frames on 7-year-old Maisie, caught in a custody battle between her mother – a rock and roll icon – and her father. What Maisie Knew is an evocative portrayal of the chaos of adult life seen entirely from a child’s point of view."
6653953,tt2091398,The Revisionaries The theory of evolution and a re-write of American history are caught in the crosshairs when an unabashed Creationist seeks re-election as chairman of America's most influential Board of Education.
6657216,tt2113822,"Back to 1942 In 1942, Henan Province was devastated by the most tragic famine in modern Chinese history, resulting in the deaths of at least three million men, women and children. Although the primary cause of the famine was a severe drought, it was exacerbated by locusts, windstorms, earthquakes, epidemic disease and the corruption of the ruling Kuomintang government."
6659277,tt1977739,"Call Girl Stockholm, late 1970s. Within a stone’s throw of government buildings and juvenile homes lies the seductive world of sex clubs, discotheques and private residences. Call Girl tells the story of how young Iris is recruited from the bottom of society into a ruthless world where power can get you anything."
6660355,tt0411805,"Return of the Living Dead: Necropolis A group of teenagers who, in an attempt to rescue their friend from an evil corporation, end up releasing a horde of blood thirsty zombies."
6660816,tt1932718,Thanks for Sharing A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon: sex addiction.
6662199,tt0080835,"Hamlet Hamlet comes home from university to find his uncle married to his mother, and his father's ghost haunting the battlements and scaring the watch. Then his father's ghost directs him to seek revenge."
6665965,tt1480295,"Killing Season Two veterans of the Bosnian War, one American, one Serbian, who clash in the remote Smoky Mountain wilderness."
6666786,tt2375574,"A Field in England During the Civil War in 17th-Century England, a small group of deserters flee from a raging battle through an overgrown field. They are captured by an alchemist, who forces the group to aid him in his search to find a hidden treasure that he believes is buried in the field. Crossing a vast mushroom circle, which provides their first meal, the group quickly descend into a chaos of arguments, fighting and paranoia, and, as it becomes clear that the treasure might be something other than gold, they slowly become victim to the terrifying energies trapped inside the field."
6667546,tt1457767,"The Conjuring Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives."
6668695,tt1541874,"Love After losing contact with Earth, Astronaut Lee Miller becomes stranded in orbit alone aboard the International Space Station. As time passes and life support systems dwindle, Lee battles to maintain his sanity - and simply stay alive. His world is a claustrophobic and lonely existence, until he makes a strange discovery aboard the ship."
6670105,tt1160996,"The Colony Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature."
6670826,tt2338846,"Gold Canada, the summer of 1898. A group of German settlers travel towards the far north in covered wagons with packhorses and their few possessions in tow. The seven travellers set off from Ashcroft, the final railway station. Along with their leader, flamboyant businessman Wilhelm Laser, they are hoping to find their fortune in the recently discovered goldfields of Dawson, but they have no idea of the stresses and dangers which lie ahead on their 2,500 kilometre journey. Before long uncertainty, cold weather and exhaustion begin to take their toll and conflicts escalate. The journey leads these men and women deeper and deeper into a menacing wilderness. (Berlinale.de)"
6672577,tt0379199,"The Middle of the World Romão, illiterate and unemployed, feels destiny drawing him on an odyssey to Rio de Janeiro in pursuit of a job and a decent life. A family of seven journeys 2,000 miles across the hinterlands of Brazil on bicycles. Along the way, the story explores the inner dynamics of a family facing a great challenge with the courage to pursue dreams."
6673190,tt2180277,90 Minutes Director Eva Sørhaug (Cold Lunch) reveals the rage and violence lurking beneath seemingly tranquil domesticity in her bold and uncompromising sophomore feature.
6674224,tt1820400,"Black & White & Sex Prostitute. Hooker. Sex Worker. Whore. Candid and seductive, Angie is determined to set the record straight about sex. As she reveals herself, layer-by-layer, she also exposes the man who is interviewing her. Sometimes provocative and confronting, sometimes tender, poignant and sexy, Black &amp; White &amp; Sex takes you behind the scenes and into Angies very special world. There's a question here for every man and an answer for every woman. Anyone who pays is welcome - but leave your expectations at the door sex is never black and white. Written by Angie Winter"
6676064,tt2053423,"Revenge for Jolly! Harry (Brian Petsos) is having a very, very bad day. He returns home from an all-night drinking binge with his cousin Cecil (Oscar Issac), to discover that his little dog Jolly...Harry's one true love and the source of light in his dark, solitary life-has been murdered. Brokenhearted and beyond consolation, he vows to track down the dog's murderer at any cost. Armed with a stockpile of firepower in the trunk of his car, he and Cecil embark on a frenzied, alcohol-fueled wild-goose chase, leaving a bloody path of destruction in their wake."
6676928,tt1999243,"Rafa Rafa is a 13 years old kid concerned with his mother, held in a police station for driving without a license.  The director shows a day in the life of a teenager who lives on a problematic area and discovers that her mother was arrested because of an automobile accident."
6677414,tt2292959,"The Canyons The discovery of an illicit love affair leads two young Angelenos on a violent, sexually charged tour through the dark side of human nature."
6677718,tt0042206,"Armored Car Robbery The film tells the story of a well-planned robbery of an armored car when it stops at a sports stadium. Yet, the heist goes awry, and a tough Los Angeles cop named Cordell (Charles McGraw) is in hot pursuit."
6678493,tt2325518,Beneath Six high school seniors celebrating with day's excursion find themselves on rowboat attacked by man-eating fish and must decide who must be sacrificed as they fight their way back to shore.
6679840,tt0167565,"The Count of Monte Cristo After nearly 20 years in prison, Edmond Dantes escapes the fortress Chateau d'If. He returns as the Count of Monte Cristo and recognizes that his love Mercedes has married another man. Now, he is only driven by revenge on the people who falsely accused him."
6681251,tt0787442,The Attack An Arab surgeon living in Tel Aviv discovers a dark secret about his wife in the aftermath of a suicide bombing.
6682422,tt2016940,"Man of Tai Chi In Beijing, a young martial artist's skill places him in position to experience opportunities and sacrifices."
6683183,tt0049944,The Werewolf Two scientists inject an unsuspecting auto accident victim with a mysterious serum causing horrible results.
6684642,tt1244658,"Burning Bright After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive."
6685105,tt2165735,"Drug War The taciturn police commander Zhang leads an undercover drugs team and in his continuous battle against the ubiquitous drug barons, takes up arms against his arch enemy, Timmy Choi. When he gets hold of Choi, he makes a deal with him: in exchange for his life (in China you can get the death penalty for producing only 50 grams of drugs) the young criminal will help the police infiltrate a sizeable drug network."
6685990,tt0099321,Criminal Justice A knife-scarred victim must identify her assailant beyond a reasonable doubt. Meanwhile the accused is offered a deal if he pleads guilty. Is he as innocent as the victim? Is the justice system guiltier than both?
6687096,tt2545118,"Blackfish Notorious killer whale Tilikum is responsible for the deaths of three individuals, including a top killer whale trainer. Blackfish shows the sometimes devastating consequences of keeping such intelligent and sentient creatures in captivity."
6688441,tt2357129,Jobs The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.
6690680,tt2268732,"Museum Hours At the Kunsthistorisches Art Museum in Vienna, a museum guard and a visiting out-of-towner find refuge in life, art, and each other, in Jem Cohen’s painterly rumination on how art influences and echoes contemporary society. (TIFF)"
6690878,tt2388637,Ain't Them Bodies Saints The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.
6691968,tt2194499,"About Time The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks."
6692761,tt1494772,"Justice League: Crisis on Two Earths A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril."
6693459,tt2005374,The Frozen Ground An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.
6694812,tt0040271,"A Date with Judy Developed from a radio program which began in 1941, hyperactive teenager Judy challenges and is challeged by her overly proper parents, pest of a brother Randolph and boyfriend Oogie."
6696699,tt0038040,A Royal Scandal Catherine the Great falls in love with an army officer who is plotting against her.
6698325,tt1822311,"Sparrows Dance A young woman, struggling with agoraphobia, hasn't left her New York apartment or seen anyone in over a year. However, when her toilet overflows she is forced to call in the plumber."
6699207,tt1563725,"Logorama Logorama's plot involves the adventures of two cops who are chasing an armed criminal through the streets of a fictionalized, stylized city. All characters and items throughout the film are depicted using real-life brand logos. The cops are portrayed as Michelin Men and the villain as Ronald McDonald."
6699401,tt2180571,"The Stranger Within After a traumatic ordeal, acclaimed actress Emily Moore and her psychiatrist husband, Robert, escape on a relaxing vacation to a gorgeous remote Mediterranean island. But on the first night at the house, a young girl arrives, blood on her hands and hysterical from the death of her boyfriend in a hiking accident. Robert offers to take in and help the young girl, but her suggestive behavior makes Emily wonder if she might be a threat to their marriage... or her life."
6700448,tt0443435,"Autopsy Emily Johnson, her boyfriend Bobby and their friends Clare and Jude are recent college grads driving cross-country, taking a last vacation together before they face the ""real"" world. An accident leaves them hurt and stranded on a lonely Louisiana road. When the ambulance arrives, it whisks them to Mercy Hospital."
6701954,tt1852770,"Dracula 3D When Englishman Jonathan Harker visits the exotic castle of Count Dracula, he is entranced by the mysterious aristocrat. But upon learning that the count has sinister designs on his wife, Mina, Harker seeks help from vampire slayer Van Helsing."
6702613,tt1655413,The Suicide Shop A city where suicide is the only growing business. A shop where you can get everything to cater this urge. In the hand of one family for centuries.. till they get a happy baby. And he has to power to make all around him happy as well.
6703512,tt1721672,"Euro Trapped AmeriQua is the story of a lazy recent graduate, Charlie (Bobby Kennedy), whose rich parents cut him off with a $5000 check and an ultimatum to start a life of independence and responsibility. Instead, he buys a plane ticket to Italy, gets robbed upon arrival and winds up in Bologna in the care of his new friend Lele (Lele Gabellone), the self-proclaimed King of Bologna, who lives with a scraggly punkabbestia, Ballo (Gianlucca Bazzoli), and the insatiable prostitute frequenter, Il Pisa (Giuseppe Sanfelice). In Bologna, Lele teaches Chrlie the subtle strategies that the King knows so well, namely hitting on Italian women, throwing all-night parties and inciting general anarchy. Charlie takes to it like a pro and in the process meets the dangerously beautiful Valentina (Alessandra Mastronardi) and all-American Jessica (Eva Amurri)."
6705541,tt1741225,"I Am I AM is an utterly engaging and entertaining non-fiction film that poses two practical and provocative questions: what’s wrong with our world, and what can we do to make it better?  The filmmaker behind the inquiry is Tom Shadyac, one of Hollywood’s leading comedy practitioners and the creative force behind such blockbusters as “Ace Ventura,” “Liar Liar,” “The Nutty Professor,” and “Bruce Almighty.”  However, in I AM, Shadyac steps in front of the camera to recount what happened to him after a cycling accident left him incapacitated, possibly for good. Though he ultimately recovered, he emerged with a new sense of purpose, determined to share his own awakening to his prior life of excess and greed, and to investigate how he as an individual, and we as a race, could improve the way we live and walk in the world."
6707226,tt1840911,"Angels of Sex Carla and Bruno believe they have answers for everything until Rai appears in their lives, an  attractive and mysterious young who lives outside the rules. In this story about love and friendship, boundaries dissolve by the rhythm of funky and break to offer a provocative, exciting and deeply touching vision about romantic relationships."
6708370,tt1392214,"Prisoners When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?"
6709724,tt2330322,The Conspiracy A documentary about conspiracy theories takes a horrific turn after the filmmakers uncover an ancient and dangerous secret society.
6710727,tt1596753,Salinger A feature documentary on formative personal and professional experiences in the life of writer J.D. Salinger
6712445,tt1754367,"Post Tenebras Lux Juan and his urban family live in the Mexican countryside, where they enjoy and suffer a world apart. And nobody knows if these two worlds are complementary or if they strive to eliminate one another."
6713350,tt0065198,The Wedding Party See Robert DeNiro in his first starring role in Brian DePalma's wildly comic first feature The Wedding Party!
6715590,tt1132285,"The Factory An obsessed cop is on the trail of a serial killer prowling the streets of Buffalo, N.Y. but when his teenage daughter disappears, he drops any professional restraint to get the killer."
6716741,tt2830416,"Hawking ""Hawking"" is the extraordinary story of the planet’s most famous living scientist, told for the first time in his own words and by those closest to him. Made with unique access to Hawking’s private life, this is an intimate and moving journey into Stephen's world, both past and present. An inspirational portrait of an iconic figure, Hawking relates his incredible personal journey from boyhood under-achiever, to PhD genius, to being diagnosed with Motor Neuron Disease and given just two years to live. Despite the constant threat of death, Hawking manages to make many remarkable scientific discoveries and rises to fame and super-stardom. ""Hawking"" - a remarkable man, and a remarkable movie."
6717569,tt1844203,"Inescapable Twenty-five years ago Adib (Alexander Siddig, Syriana, Cairo Time), a promising young officer in the Syrian military police, suddenly left Damascus under suspicious circumstances. Abandoning the love of his life Fatima (Marisa Tomei, The Wrestler, The Ides of March), he made his way to Canada and wiped the slate clean. With a beautiful wife, two grown daughters, and a great job in Toronto, Adib is confident he s built a successful life from scratch. But when his daughter Muna suddenly disappears in Damascus, his past threatens to violently catch up to him. Teaming up with a Canadian emissary (Joshua Jackson, Fringe), Adib must now confront the turmoil he thought he left behind so many years ago in order to find Muna."
6718267,tt1658487,Synth Britannia Documentary following a generation of post-punk musicians who took the synthesiser from the experimental fringes to the centre of the pop stage.
6719517,tt0049964,"World Without End Four astronauts returning from mankind's first mission to Mars enter a time warp and crash on a 26th Century Earth devastated by atomic war. Our heroes meet with hideous mutant cavemen, giant spiders, love-struck beauties in short dresses, and jealous old geezers in sparkly skullcaps as they struggle to save humanity and build a new world."
6720093,tt2821088,"Bastards Marco returns to Paris after his brother-in-law's suicide, where he targets the man his sister believes caused the tragedy - though he is ill-prepared for her secrets as they quickly muddy the waters."
6720592,tt1167675,Saint A horror film that depicts St. Nicholas as a murderous bishop who kidnaps and murders children when there is a full moon on December 5.
6721290,tt0094651,"Amsterdamned A mysterious diver hiding in Amsterdam's canal system embarks on a rampage of gruesome murders, terrifying city officials and leaving few clues for the city's best detective, who doesn't suspect that both his new girlfriend and twelve-year-old daughter may be closer than he is to finding the killer."
6722222,tt2390361,"Enough Said Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne..."
6723811,tt2229499,"Don Jon A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
6724992,tt0105322,"Scanners III: The Takeover A young female scanner turns from a sweet young thing into a murderous, power-crazed villain after she takes an experimental drug developed by her father. Her brother, who is also a scanner, is the only one powerful enough to stop her."
6725975,tt2364841,"Runner Runner When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur."
6726023,tt2278871,"Blue Is the Warmest Color Adele's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself."
6727982,tt1846472,Something in the Air During the 1970s a student named Gilles gets entangled in contemporary political turmoils although he would rather just be a creative artist. While torn between his solidarity to his friends and his personal ambitions he falls in love with Christine.
6728808,tt2230358,"Curse of Chucky After the passing of her mother, a young woman in a wheelchair since birth, is forced to deal with her sister, brother-in-law, niece and their nanny as they say their goodbyes to mother. When people start turning up dead, Nica discovers the culprit might be a strange doll she received a few days earlier."
6729509,tt0086896,Angel 15 year-old Molly is top of her high school class. But nobody suspects that the model pupil earns her money at night: as a prostitute on Sunset Blvd. The well-organized separation of her two lives is shattered when two of her friends are slain by a serial killer. She's the only eye witness and becomes a target herself.
6730856,tt2717558,"On the Job On The Job is about the ambitions and passions of four men trying to make a living, for themselves and their families. It shows the parallels between two prison inmates who are contract killers, and the two agents of the law investigating the murders. As they get caught in a web of machination of corrupt government officials, their jobs lead them on a head-on collision against each other with their loved ones as collateral damage."
6732203,tt0166960,An All Dogs Christmas Carol Charlie B. Barker and Itchy Ford are back with Sasha and the gang having a Dicken's of a time as they try to save Christmas from Carface and an evil spirit that wishes to use dogs all over the world to ruin Christmas forever.
6732964,tt1422800,"Beneath the Dark Driving to a wedding in Los Angeles through the Mojave Desert, Paul and Adrienne pull off the highway and into Roy's Motel and Cafe. This roadside artifact proves to be a strange and surreal place with an unsettling mix of travelers, who force our couple to discover the secret hidden between them and ultimately, the horrifying reality of their current situation."
6734117,tt0046731,"Attila Attila, the leader of the barbarian Huns and called by the Romans ""The Scourge of God"", sweeps onto the Italian peninsula, defeating all of the armies of Rome, until he and his men reach the gates of the city itself."
6735676,tt0473445,"Avenger After his own daughter was killed in Panama in 1994, former CIA agent Calvin Dexter became a private 'specialist' in cases which wouldn't reach justice trough the regular legal channels. Two years later he accepts to find Richard 'Ricky' Edmunds for his pa, influential rich businessman Stephen Edmonds. Ricky for a private Canadian war victims charity in Bosnia and went missing. Dexter discovers Ricky was beaten to pulp and drowned for no other crime then helping street boys from the other side by Zoran Zilic and his Serbian paramilitary 'order'. He offers Steven to 'finish the job' as such war criminals don't go to trial. But deputy CIA director Paul Devereaux cares only for a nuclear arms project he wants to use Zilic for. So CIA troubleshooter Frank McBride is ordered to protect him and handle Dexter."
6736408,tt0035706,"Calling Dr. Death Losing his memories of the last few days, neurologist Dr. Steele is told that his wife has been brutally murdered. Steele, aware of his conniving wife's infidelity, believes he may have been the killer and enlists the aid of his pretty nurse Stella to hypnotize him into recovering his lost memories."
6737272,tt0037722,"The Frozen Ghost When a man dies of a heart attack, a stage and radio mentalist believes he has willed him to die because he was angry with the man.  Riddled with guilt, the mentalist cancels further shows,  breaks off his engagement to his female partner, who can read minds while in a hypnotic trance, and takes refuge in the eerie wax-museum-cum-home of another woman friend."
6738099,tt2126362,"Stitches The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death."
6738675,tt2150209,My Grandfather's People A feature film that tells the story of the director's grandfather who was forced to leave Crete in the 1920s during the Greek-Turkish population exchange.
6740385,tt1939659,"Carrie A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom."
6741473,tt2193215,The Counselor A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen.
6743467,tt0051570,"Earth vs. the Spider Teenagers from a small town and their high school science teacher join forces to battle a giant mutant spider, living in a cave nearby and getting hungry."
6744052,tt2636522,The Unbelievers Scientists Richard Dawkins and Lawrence Krauss travel the globe promoting a scientific worldview and the rational questioning of religious belief.
6745323,tt0070122,"Godzilla vs. Megalon In his 13th film, Godzilla takes a supporting role to the far more prominently featured  Jet Jaguar, an Ultra-Man like robot. Aliens take control of Earth's monsters and begin using them to destroy the human race. Jet Jaguar decides to stop the attack by recruiting Godzilla and enlarging himself to Monster-size."
6745651,tt1663625,"Bloody Bloody Bible Camp In 1977 a group of young, horny, out of control Christians are spending a fun filled weekend at the mountain lakeside Happy Day Bible Camp. One by one these youthful sinners pay a BLOODY penance for their misdeeds. Flash forward 7 years, when another youth group of Bible toters return, lead by ""Father Richard Cummings"" (Reggie Bannister), ""Sister Mary Chopper,"" (Tim Sullivan) goes bloody murder after the camp - emphasis on CAMP - with stand out performances by folks like Gigi Bannister, Jessica Sonneborn, Troy Guthrie, Deborah Venegas, Jay Fields, and Jeff Dylan Graham. In the end, Bannister and Troup must face down the a transvestite serial killing nun in a fight to the death, and call upon the higher graces of the infamous Ron Jeremy as ""Jesus"" guide them through! A hilarious campy equal opportunity offensive film that will have you DIE laughing!"
6747896,tt1825157,The Double An awkward office drone becomes increasingly unhinged after a charismatic and confident look-alike takes a job at his workplace and seduces the woman he desires.
6748824,tt1646212,"Deep Dark Canyon Bloom Towne is a small-town sheriff under the thumb of the well-established, deeply influential Mayor Dick Cavanaugh's family. When Bloom's two teenage sons, Nate and Skylar accidentally shoot and kill Dick during a deer-hunt, Bloom's long-held allegiance to the reigning Cavanaugh clan is tested. Skylar (still a minor) decides to take the wrap for his older brother Nate, claiming he fired the fatal shot. The Cavanaugh family's quick retaliation sends Skylar on his way to county jail, soon to be tried as an adult. Desperate and guilt-ridden, Nate breaks Skylar out of jail and sets off a chain of lawless acts, which send them deep into the woods and on the run. Bloom's choice between the law and his sons leads to revelations of old family secrets that threaten to destroy everything he loves."
6749888,tt2024544,"12 Years a Slave In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life."
6751281,tt2286990,The Right Kind of Wrong Leo the dishwasher falls in love with a bride on the day of her wedding - to another man.
6752363,tt2544182,"The Enemy Within Revenge is a recurrent theme in thrillers, usually dispensed by action heroes with a well-stocked arsenal. But in Yorgos Tsemberopoulos’s nuanced moral maze the protagonist is the bookish Kostas (Manolis Mavromatakis), a suburban florist well versed in social and political theory, which he discusses at length with a local publican. But when his home is invaded by masked hoodlums, who bind his family and rape his teenage daughter, our everyman hero finds his intellectual stance untenable. Encouraged by his paranoid, militarist neighbour, Kostas decides to take the law into his own hands, and in doing so begins to understand – for the first time – the world he has been living in. The vigilante movie is a well-explored genre too, but Tsemberopoulos gives it a whole new urgency, subverting the cliched right-wing fantasy structure and seeing it through the eyes of a man who comes to find his real self while trying to live up to the (imagined) expectations of others. (Source: LFF programme)"
6753198,tt1311071,"Kill Your Darlings A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs."
6754372,tt2343617,Heart of a Lion Neo-Nazi falls in love with a woman who has a black son and finds himself fighting with conflicting feelings.
6755272,tt1153100,"Backwoods While camping in Jasper Park up North California, the couple Tom Alan Smithee and Gwen Marie Holden are attacked by a group of strangers; Tom is immediately killed and Gwen is abducted by the men to an underground facility to breed."
6755598,tt1891845,"The Day of the Crows In a cabin of the deep of the forest, a child and his father leas a wild and hard life in utmost isolation. The child grows up fearing and admiring his father, with the ghosts haunting the forest as his only companions. Until the day he discovers the neighbouring village and meets a young girl there, Manon. At her side, he discovers that love exists. From then on he won't cease to search for the place where his father's love for him is hiding."
6756414,tt0283090,"29 Palms When a bag filled with money goes missing from a casino, the Hitman (Chris O'Donnell) must retrieve it. While he tracks the stash down, the bag changes hands numerous times, finding its way to the Drifter (Jeremy Davies) and the Waitress (Rachael Leigh Cook), among others. As the bag's journey continues, more characters, including the Cop (Michael Rapaport) and the Sheriff (Keith David), get drawn into the winding crime tale, and the search becomes increasingly desperate."
6756641,tt0088765,"Bad Medicine Jeff Marx wants to study medicine and become a physician. However, his grades are far from enough to get him into an American medical school. But then he gets a chance to study medicine abroad in a small Latin American dictatorship governed by the dictator Ramon Madera who has a big interest in how the medical students behave."
6765085,tt1670627,"Hello! How Are You? Musician Gabriel and dimpled dry-cleaning proprietress Gabriela live like two strangers who no longer see each other. But in humorous contrast to their staid, passionless lives, characters in a constant state of sexual arousal surround them. Their libidinous teen son, whose hilarious voiceover commentary intermittently provides important narrative information, prides himself on being the high school stud and aspires to a career in porn. Gabriela's sexy employee switches boyfriends the way she changes clothes. And despite being married, Gabriel's colleague is working his way through the female members of their orchestra. Ultimately, the two Gabys find their virtual affairs reconnect them with their own desires, but in a way less movie-fantasy and more satisfyingly real-life. Written by Palm Springs Internation Film Festival"
6766227,tt3063516,"Bad Grandpa 86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy."
6767972,tt1017456,"Race Ranvir and Rajiv are half brothers who own a huge stud farm in South Africa. Ranvir is a very shrewd and aggressive man while Rajiv is laid back, and a chronic alcoholic. Sophia, Ranvir's personal secretary adores and loves him. Ranvir is unaware of her feelings. Shaina, an Indian ramp model in Durban loves Ranvir but through a twist of fate gets married to his younger brother Rajiv. When she discovers that Rajiv is a chronic alcoholic, her world is shattered. Ranvir too is disturbed as he has sacrificed his love for his younger brother because Rajiv had promised to leave alcohol for good if he marries Shaina. In a weak moment Ranvir and Shaina come very close to each other. When Rajiv starts suspecting, all hell breaks loose. A murder is committed, a contract killing is issued. A sharp tongued detective R.D., getting wise on the proceedings, starts an intriguing investigation with his brainless bimbo assistant Mini"
6769581,tt1981115,"Thor: The Dark World Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all."
6771632,tt0114565,"A Streetcar Named Desire Blanche Dubois goes to visit her pregnant sister and husband Stanley in New Orleans. Stanley doesn't like her, and starts pushing her for information on some property he know was left to the sisters. He discovers she has mortgaged the place and spent all the money, and wants to find out all he can about her. Even more friction develops between the two while they are in the apartment together..."
6777200,tt1545660,Knights of Badassdom Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.
6781166,tt0072263,"Ten Little Indians Ten people are invited for a weekend by a Mr U. N. Own, but he isn't on the island. At dinner a record is played, by that all the people are accused of murder, suddenly the first of them is dead, then the next... It seems to be that one of them is the murderer Mr. U. N. Own, but the person in suspect is always the person who is murdered next. At last only two people seem to be left."
6783293,tt2406252,Venus in Fur An enigmatic actress (Emmanuelle Seigner) may have a hidden agenda when she auditions for a part in a misogynistic writer's (Mathieu Amalric) play.
6788519,tt2318092,Endless Love A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.
